,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
0,0050,元大台灣50,"24,714,046","26,235","3,413,371,452",138.20,139.00,135.00,137.45,X,0.0,137.45,78,137.50,153,0.00
1,0051,元大中型100,"73,357",50,"3,299,870",44.62,45.39,44.62,45.39,+,0.77,45.39,4,45.40,7,0.00
2,0052,富邦科技,"2,937,391","2,815","395,644,367",132.75,136.00,132.40,135.90,-,0.55,135.90,1,135.95,3,0.00
3,0053,元大電子,"78,166",63,"5,285,440",67.20,68.00,67.20,67.50,-,0.8,67.45,1,67.85,1,0.00
4,0054,元大台商50,"27,000",9,"821,820",30.32,30.54,30.32,30.54,+,0.27,30.49,56,30.58,1,0.00
5,0055,元大MSCI金融,"54,000",25,"954,090",17.75,17.75,17.61,17.65,-,0.07,17.63,1,17.65,52,0.00
6,0056,元大高股息,"12,875,370","6,227","391,996,588",30.25,30.58,30.23,30.53,+,0.23,30.53,12,30.54,11,0.00
7,0057,富邦摩台,"43,012",10,"3,962,922",92.10,92.20,91.70,92.20,-,1.3,91.70,3,91.80,9,0.00
8,0061,元大寶滬深,"250,330",110,"6,339,929",25.50,25.50,25.23,25.31,-,0.24,25.31,21,25.32,1,0.00
9,006203,元大MSCI台灣,"15,281",22,"978,217",64.50,64.50,63.45,63.90,X,0.0,63.80,36,64.00,10,0.00
10,006204,永豐臺灣加權,"3,086",7,"247,793",80.35,80.35,80.30,80.30,+,0.2,79.95,10,80.20,10,0.00
11,006205,富邦上証,"1,127,247",189,"45,908,562",41.07,41.07,40.61,40.78,-,0.29,40.78,150,40.80,10,0.00
12,006206,元大上證50,"333,153",68,"13,886,314",42.00,42.00,41.54,41.69,-,0.31,41.69,20,41.75,11,0.00
13,006207,FH滬深,"376,882",57,"12,528,008",33.26,33.34,32.95,33.16,-,0.22,33.15,2,33.16,19,0.00
14,006208,富邦台50,"2,675,859","3,252","212,636,926",79.00,80.00,78.90,79.20,-,1.0,79.20,45,79.25,17,0.00
15,00625K,富邦上証+R,"20,000",2,"189,400",9.47,9.47,9.47,9.47,-,0.08,9.29,5,9.54,2,0.00
16,00631L,元大台灣50正2,"6,168,869","1,653","677,617,657",109.50,110.70,108.50,109.50,-,1.65,109.45,4,109.50,326,0.00
17,00632R,元大台灣50反1,"137,422,428","8,703","872,705,139",6.37,6.39,6.32,6.34,+,0.03,6.34,"12,333",6.35,809,0.00
18,00633L,富邦上証正2,"6,199,010","1,205","489,417,349",79.30,79.55,78.20,78.90,-,1.2,78.90,725,78.95,11,0.00
19,00634R,富邦上証反1,"384,000",50,"1,437,370",3.72,3.76,3.72,3.74,+,0.03,3.73,605,3.74,5,0.00
20,00635U,元大S&P黃金,"556,716",212,"14,019,191",25.25,25.25,25.15,25.18,-,0.12,25.17,10,25.18,40,0.00
21,00636,國泰中國A50,"889,545",324,"25,944,123",29.35,29.35,29.00,29.19,-,0.16,29.14,25,29.19,70,0.00
22,00636K,國泰中國A50+U,100,1,"1,036",10.36,10.36,10.36,10.36,-,0.12,--,0,--,0,0.00
23,00637L,元大滬深300正2,"37,786,051","5,318","1,171,945,855",31.22,31.28,30.71,31.00,-,0.47,31.00,158,31.01,18,0.00
24,00638R,元大滬深300反1,"675,586",88,"5,042,963",7.45,7.50,7.44,7.46,+,0.05,7.45,206,7.46,29,0.00
25,00639,富邦深100,"1,593,146",336,"29,071,381",18.21,18.37,18.17,18.36,-,0.02,18.36,3,18.37,16,0.00
26,00640L,富邦日本正2,"634,000",47,"16,505,480",25.93,26.09,25.92,26.05,-,0.04,26.05,152,26.09,1,0.00
27,00641R,富邦日本反1,"164,000",30,"1,877,190",11.48,11.48,11.43,11.45,+,0.02,11.44,3,11.45,50,0.00
28,00642U,元大S&P石油,"18,511,811","2,940","166,131,668",9.06,9.07,8.93,8.96,-,0.11,8.96,"1,766",8.97,52,0.00
29,00643,群益深証中小,"482,613",160,"9,605,977",20.02,20.02,19.81,20.01, ,0.0,20.00,3,20.01,7,0.00
30,00643K,群益深証中小+R,0,0,0,--,--,--,--, ,0.0,4.55,2,4.67,1,0.00
31,00645,富邦日本,"128,277",18,"3,121,479",24.32,24.35,24.32,24.33,-,0.04,24.35,50,24.38,50,0.00
32,00646,元大S&P500,"519,607",278,"17,069,416",32.94,32.94,32.80,32.85,-,0.14,32.85,55,32.89,84,0.00
33,00647L,元大S&P500正2,"168,000",49,"8,815,450",52.55,52.65,52.25,52.35,-,0.75,52.40,175,52.50,47,0.00
34,00648R,元大S&P500反1,"565,000",68,"4,613,930",8.16,8.19,8.16,8.16,+,0.05,8.16,265,8.18,"1,405",0.00
35,00650L,FH香港正2,"2,550,159",453,"82,681,523",33.20,33.28,32.11,32.28,-,1.12,32.28,150,32.32,1,0.00
36,00651R,FH香港反1,"2,549,000",112,"17,421,250",6.82,6.90,6.81,6.88,+,0.11,6.87,109,6.88,8,0.00
37,00652,富邦印度,"124,411",104,"3,103,337",25.14,25.14,24.90,24.90,-,0.25,24.87,2,24.90,3,0.00
38,00653L,富邦印度正2,"2,575,201",502,"90,459,775",35.21,35.36,34.84,34.97,-,0.89,34.95,32,34.97,122,0.00
39,00654R,富邦印度反1,"81,000",23,"805,300",9.88,9.96,9.88,9.96,+,0.13,9.93,2,9.96,2,0.00
40,00655L,國泰中國A50正2,"3,266,000",677,"193,394,950",59.50,59.80,58.65,59.20,-,0.95,59.20,485,59.25,3,0.00
41,00656R,國泰中國A50反1,"33,000",9,"227,610",6.88,6.93,6.88,6.91,+,0.06,6.89,40,6.91,304,0.00
42,00657,國泰日經225,"1,000",1,"35,130",35.13,35.13,35.13,35.13,-,0.06,35.15,30,35.27,30,0.00
43,00657K,國泰日經225+U,100,1,"1,258",12.58,12.58,12.58,12.58,-,0.02,12.51,12,12.65,12,0.00
44,00660,元大歐洲50,"7,190",4,"184,627",25.75,25.75,25.65,25.67,-,0.09,25.65,1,25.72,10,0.00
45,00661,元大日經225,0,0,0,--,--,--,--, ,0.0,35.39,25,35.50,1,0.00
46,00662,富邦NASDAQ,"234,348",103,"11,220,610",48.00,48.00,47.82,47.91,-,0.09,47.85,54,47.91,1,0.00
47,00663L,國泰臺灣加權正2,"30,000",17,"2,891,050",95.80,96.80,95.40,96.10,-,1.15,95.90,442,96.10,191,0.00
48,00664R,國泰臺灣加權反1,"7,660,000",501,"55,437,640",7.25,7.27,7.21,7.23,+,0.03,7.23,"3,136",7.24,220,0.00
49,00665L,富邦恒生國企正2,"444,000",152,"13,135,300",30.22,30.22,29.07,29.29,-,1.21,29.29,1,29.38,104,0.00
50,00666R,富邦恒生國企反1,"94,000",13,"986,210",10.40,10.50,10.40,10.50,+,0.21,10.46,60,10.51,100,0.00
51,00668,國泰美國道瓊,"38,102",15,"1,192,410",31.42,31.42,31.28,31.30,-,0.18,31.29,62,31.30,1,0.00
52,00668K,國泰美國道瓊+U,100,1,"1,116",11.16,11.16,11.16,11.16,-,0.08,--,0,--,0,0.00
53,00669R,國泰美國道瓊反1,"1,638,000",154,"14,856,380",9.05,9.09,9.05,9.08,+,0.06,9.07,20,9.08,"1,965",0.00
54,00670L,富邦NASDAQ正2,"606,435",153,"53,358,955",88.10,88.15,87.70,88.00,-,0.4,87.90,4,88.00,1,0.00
55,00671R,富邦NASDAQ反1,"1,500,000",144,"9,334,510",6.22,6.24,6.21,6.23,+,0.01,6.22,10,6.23,18,0.00
56,00673R,元大S&P原油反1,"319,000",90,"7,158,460",22.33,22.63,22.33,22.55,+,0.29,22.51,200,22.54,4,0.00
57,00674R,元大S&P黃金反1,"77,000",18,"993,680",12.89,12.93,12.88,12.93,+,0.08,12.92,4,12.93,19,0.00
58,00675L,富邦臺灣加權正2,"335,001",221,"13,786,942",41.05,41.55,40.83,41.18,-,0.5,41.17,9,41.18,199,0.00
59,00676R,富邦臺灣加權反1,"12,251,000",441,"48,335,100",3.96,3.96,3.93,3.94,+,0.02,3.94,"2,573",3.95,539,0.00
60,00677U,富邦VIX,"148,573,447","6,811","486,022,126",3.30,3.31,3.23,3.24,+,0.03,3.24,"1,290",3.25,"1,364",0.00
61,00678,群益NBI生技,"428,206",63,"12,618,874",29.60,29.60,29.43,29.49,-,0.35,29.49,7,29.50,6,0.00
62,00680L,元大美債20正2,"43,000",25,"1,140,020",26.54,26.57,26.46,26.53,-,0.41,26.50,1,26.53,14,0.00
63,00681R,元大美債20反1,"42,000",18,"556,010",13.21,13.25,13.21,13.22,+,0.09,13.21,174,13.22,6,0.00
64,00682U,元大美元指數,"156,000",47,"2,791,440",17.95,17.95,17.88,17.90,-,0.08,17.89,18,17.90,9,0.00
65,00683L,元大美元指數正2,"1,004,000",272,"16,576,120",16.52,16.54,16.48,16.52,-,0.07,16.51,21,16.52,2,0.00
66,00684R,元大美元指數反1,"1,000",1,"19,330",19.33,19.33,19.33,19.33,X,0.0,19.33,19,19.35,9,0.00
67,00685L,群益臺灣加權正2,"42,000",37,"1,516,580",36.00,36.50,35.80,36.01,-,0.5,36.10,1,36.11,15,0.00
68,00686R,群益臺灣加權反1,"313,000",27,"1,342,120",4.30,4.31,4.28,4.29,+,0.02,4.29,299,4.30,23,0.00
69,00688L,國泰20年美債正2,"111,000",10,"2,975,390",26.78,26.81,26.72,26.80,-,0.37,26.70,11,26.75,50,0.00
70,00689R,國泰20年美債反1,"111,000",6,"1,508,530",13.58,13.60,13.58,13.59,+,0.1,13.58,69,13.62,80,0.00
71,00690,兆豐藍籌30,"171,961",76,"5,335,635",31.09,31.16,30.88,30.91,-,0.49,30.90,24,30.92,10,0.00
72,00692,富邦公司治理,"4,245,712","2,843","144,909,660",34.08,34.34,33.95,34.03,-,0.49,34.02,22,34.03,18,0.00
73,00693U,街口S&P黃豆,"6,310,050","1,168","130,393,625",20.96,20.96,20.53,20.58,-,0.54,20.58,105,20.59,32,0.00
74,00700,富邦恒生國企,"205,605",52,"4,311,720",21.29,21.35,20.86,20.92,-,0.37,20.92,2,20.97,2,0.00
75,00701,國泰股利精選30,"2,158,788","1,091","44,862,289",20.90,20.90,20.75,20.79,-,0.11,20.79,13,20.80,156,0.00
76,00702,國泰標普低波高息,"7,444",6,"132,295",17.79,17.79,17.72,17.72,-,0.19,17.73,21,17.76,5,0.00
77,00703,台新MSCI中國,"226,000",59,"6,342,840",28.41,28.41,27.96,28.04,-,0.37,28.05,20,28.08,21,0.00
78,00706L,元大S&P日圓正2,"2,000",2,"36,260",18.11,18.15,18.11,18.15,-,0.02,18.11,69,18.15,64,0.00
79,00707R,元大S&P日圓反1,0,0,0,--,--,--,--, ,0.0,18.71,59,18.76,46,0.00
80,00708L,元大S&P黃金正2,"2,380,100",459,"69,209,029",29.19,29.19,28.99,29.07,-,0.31,29.06,3,29.07,45,0.00
81,00709,富邦歐洲,"103,011",7,"2,242,431",21.77,21.78,21.71,21.71,-,0.19,21.70,30,21.81,20,0.00
82,00710B,FH彭博高收益債,"99,000",51,"1,823,520",18.42,18.43,18.41,18.41,-,0.01,18.40,29,18.41,102,0.00
83,00711B,FH彭博新興債,"111,015",8,"2,358,928",21.29,21.29,21.23,21.25,-,0.04,21.23,16,21.27,23,0.00
84,00712,FH富時不動產,"2,495,959",743,"31,884,161",12.66,12.80,12.66,12.78,+,0.16,12.78,76,12.79,12,0.00
85,00713,元大台灣高息低波,"122,780",71,"4,278,556",34.68,35.01,34.66,35.00,+,0.35,34.91,2,35.00,34,0.00
86,00714,群益道瓊美國地產,"20,110",11,"371,976",18.66,18.66,18.46,18.46,-,0.11,18.46,4,18.49,50,0.00
87,00715L,街口布蘭特油正2,"50,222,561","3,407","259,125,632",5.25,5.25,5.12,5.15,-,0.08,5.15,104,5.16,223,0.00
88,00717,富邦美國特別股,"769,013",160,"12,801,764",16.68,16.68,16.62,16.64,-,0.05,16.62,57,16.64,59,0.00
89,00728,第一金工業30,"4,448,203","1,860","121,281,728",27.00,27.56,27.00,27.32,-,2.6,27.32,24,27.45,10,0.00
90,00730,富邦臺灣優質高息,"753,493",273,"14,109,538",18.58,18.82,18.56,18.75,+,0.17,18.74,6,18.75,8,0.00
91,00731,FH富時高息低波,"302,401",31,"14,605,932",48.37,48.40,48.20,48.40,-,0.07,48.33,1,48.40,92,0.00
92,00732,國泰RMB短期報酬,"100,000",2,"3,935,000",39.35,39.35,39.35,39.35,-,0.05,39.26,12,39.30,17,0.00
93,00733,富邦臺灣中小,"48,434",36,"1,272,764",25.90,26.45,25.90,26.45,+,0.55,26.43,20,26.50,1,0.00
94,00735,國泰臺韓科技,"330,050",80,"11,268,484",34.22,34.46,34.00,34.24,+,0.12,34.15,2,34.24,9,0.00
95,00736,國泰新興市場,"113,100",14,"2,724,820",24.23,24.23,24.00,24.10,-,0.06,24.05,20,24.10,32,0.00
96,00737,國泰AI+Robo,"218,738",112,"7,359,675",33.80,33.80,33.58,33.65,-,0.15,33.62,4,33.65,22,0.00
97,00738U,元大道瓊白銀,"3,194,372",685,"85,435,634",26.98,26.98,26.50,26.66,-,0.43,26.65,45,26.66,82,0.00
98,00739,元大MSCI A股,"608,403",101,"18,142,782",30.10,30.10,29.68,29.89,-,0.15,29.88,57,29.89,30,0.00
99,00742,新光內需收益,"72,025",18,"1,474,082",20.50,20.73,20.45,20.50, ,0.0,20.47,1,20.50,4,0.00
100,00743,國泰中國A150,"16,859",14,"527,302",31.30,31.30,31.28,31.28,-,0.22,31.27,20,31.42,20,0.00
101,00752,中信中國50,"2,817,480","1,256","94,084,010",33.64,33.64,33.28,33.42,-,0.24,33.41,20,33.42,5,0.00
102,00753L,中信中國50正2,"906,000",220,"43,630,520",49.17,49.17,47.76,48.15,-,1.05,48.14,80,48.20,29,0.00
103,00757,統一FANG+,"1,168,754",489,"54,801,171",47.05,47.05,46.81,46.86,-,0.4,46.85,12,46.86,28,0.00
104,00762,元大全球AI,"417,217",167,"15,326,927",36.82,36.82,36.65,36.75,+,0.17,36.71,36,36.75,23,0.00
105,00763U,街口道瓊銅,"228,000",102,"5,425,930",24.04,24.04,23.72,23.73,-,0.29,23.76,5,23.77,6,0.00
106,00770,國泰北美科技,"174,216",49,"5,753,477",33.11,33.11,32.87,32.87,-,0.13,32.87,5,32.90,50,0.00
107,00771,元大US高息特別股,"17,480",13,"332,313",19.03,19.03,19.00,19.02,-,0.03,19.01,5,19.02,4,0.00
108,00774B,新光中國政金綠債,"3,100",4,"120,943",39.18,39.18,38.99,38.99,+,0.01,39.00,5,39.15,10,0.00
109,00774C,新光中政金綠債+R,"506,000",42,"4,557,170",9.07,9.07,9.00,9.01,X,0.0,8.92,5,9.11,2,0.00
110,00775B,新光投等債15+,"2,000",2,"87,400",43.70,43.70,43.70,43.70,-,0.16,43.45,1,43.88,5,0.00
111,00783,富邦中証500,"683,269",59,"15,378,385",22.57,22.60,22.45,22.53,-,0.11,22.53,38,22.56,30,0.00
112,008201,BP上證50,0,0,0,--,--,--,--, ,0.0,120.00,10,125.00,10,0.00
113,00830,國泰費城半導體,"980,582",428,"26,935,425",27.57,27.57,27.41,27.45,-,0.04,27.45,5,27.46,80,0.00
114,00850,元大臺灣ESG永續,"3,020,436","1,964","98,337,430",32.52,32.71,32.42,32.55,-,0.16,32.55,79,32.56,104,0.00
115,00851,台新全球AI,"43,401",19,"1,274,342",29.40,29.40,29.31,29.35,-,0.05,29.35,20,29.37,2,0.00
116,00852L,國泰美國道瓊正2,"1,685,000",150,"28,414,170",16.89,16.92,16.80,16.85,-,0.19,16.85,38,16.87,342,0.00
117,00861,元大全球未來通訊,"1,604,753",703,"45,870,480",28.61,28.62,28.55,28.57,-,0.06,28.57,12,28.58,71,0.00
118,00865B,國泰US短期公債,"107,000",4,"3,921,330",36.64,36.65,36.61,36.65,+,0.02,36.61,44,36.70,6,0.00
119,00875,國泰網路資安,"817,615",403,"26,059,382",32.00,32.00,31.83,31.86,-,0.3,31.86,9,31.87,4,0.00
120,00876,元大未來關鍵科技,"3,802,628","1,785","112,690,469",29.76,29.76,29.58,29.62,-,0.08,29.61,35,29.62,76,0.00
121,00878,國泰永續高股息,"7,729,084","2,975","128,163,475",16.50,16.69,16.48,16.65,+,0.15,16.65,12,16.66,117,0.00
122,00881,國泰台灣5G+,"213,599,965","67,871","3,924,253,248",18.00,18.90,17.80,18.50,+,0.5,18.50,939,18.51,800,0.00
123,01001T,土銀富邦R1,"57,000",9,"1,061,590",18.60,18.89,18.60,18.86,-,0.58,18.51,31,18.86,1,0.00
124,01002T,土銀國泰R1,"320,000",54,"6,045,500",18.90,18.90,18.89,18.90, ,0.0,18.90,14,18.91,61,0.00
125,01003T,兆豐新光R1,"126,000",14,"2,445,460",19.42,19.43,19.36,19.43,+,0.01,19.43,3,19.58,5,0.00
126,01004T,土銀富邦R2,"31,000",26,"544,040",17.55,17.56,17.54,17.55, ,0.0,17.55,16,17.88,1,0.00
127,01007T,兆豐國泰R2,"603,000",24,"12,161,150",20.15,20.20,20.13,20.13, ,0.0,20.13,1,20.17,10,0.00
128,01009T,王道圓滿R1,"49,000",11,"471,030",9.63,9.65,9.55,9.60,-,0.1,9.60,1,9.69,4,0.00
129,01010T,京城樂富R1,"40,000",10,"433,710",10.85,10.85,10.82,10.82,-,0.02,10.82,2,10.83,20,0.00
130,020000,富邦特選蘋果N,"119,000",22,"915,860",7.68,7.73,7.67,7.70,-,0.01,7.69,100,7.70,100,0.00
131,020002,元富新中國N,"2,000",2,"44,760",22.38,22.38,22.38,22.38, ,0.0,22.50,499,22.52,355,0.00
132,020004,兆豐電菁英30N,0,0,0,--,--,--,--, ,0.0,32.68,499,32.69,499,0.00
133,020006,永昌中小300N,0,0,0,--,--,--,--, ,0.0,27.07,108,27.08,105,0.00
134,020007,凱基臺灣500N,"2,000",2,"62,190",31.12,31.12,31.07,31.07,X,0.0,30.95,225,31.04,234,0.00
135,020008,元大特股高息N,"62,000",4,"693,190",11.19,11.20,11.18,11.18,-,0.01,11.20,200,11.21,200,0.00
136,020011,統一微波高息20N,"18,000",8,"94,120",5.12,5.26,5.12,5.25,+,0.01,5.24,493,5.25,492,0.00
137,020012,富邦行動通訊N,"15,000",6,"94,000",6.25,6.29,6.25,6.28,+,0.06,6.26,100,6.27,100,0.00
138,020015,統一MSCI美低波N,"1,000",1,"13,480",13.48,13.48,13.48,13.48,X,0.0,13.48,495,13.50,491,0.00
139,020016,統一MSCI美科技N,"2,000",2,"35,370",17.67,17.70,17.67,17.70,+,0.03,17.68,493,17.70,493,0.00
140,020018,統一價值成長30N,"99,000",16,"1,200,900",12.10,12.23,12.08,12.23,+,0.22,12.23,498,12.24,1,0.00
141,020019,統一特選台灣5GN,"665,000",140,"9,246,030",13.94,14.02,13.80,13.90,-,0.04,13.88,495,13.90,497,0.00
142,02001L,富邦蘋果正二N,"142,000",20,"1,841,960",12.90,13.04,12.90,13.04,+,0.17,12.97,101,12.98,100,0.00
143,02001R,富邦蘋果反一N,0,0,0,--,--,--,--, ,0.0,2.92,100,2.93,100,0.00
144,020020,元大台股領航N,"4,138,000",808,"27,362,060",6.68,6.68,6.56,6.60,-,0.09,6.59,500,6.60,414,0.00
145,020022,元大電動車N,"6,834,000","1,026","35,810,610",5.20,5.29,5.17,5.29,+,0.1,5.28,605,5.29,563,0.00
146,1101,台泥,"28,591,283","12,782","1,160,115,848",40.75,40.80,40.50,40.60,-,0.2,40.60,236,40.65,4,9.67
147,1101B,台泥乙特,"194,238",11,"10,411,266",53.60,53.70,53.60,53.70,-,0.1,53.60,50,53.70,98,0.00
148,1102,亞泥,"8,216,525","4,206","334,270,617",41.10,41.15,40.50,40.75,-,0.3,40.75,108,40.80,2,9.54
149,1103,嘉泥,"1,325,828",694,"21,944,126",16.85,16.90,16.40,16.90,+,0.35,16.90,16,16.95,20,31.89
150,1104,環泥,"917,442",430,"19,357,029",21.25,21.40,20.95,21.10,-,0.15,21.10,15,21.15,31,10.55
151,1108,幸福,"825,550",244,"8,720,571",10.70,10.70,10.45,10.70, ,0.0,10.70,1,10.75,23,11.63
152,1109,信大,"431,078",161,"7,836,080",18.35,18.35,18.00,18.30,-,0.05,18.30,8,18.35,20,6.85
153,1110,東泥,"105,400",61,"1,809,159",17.40,17.65,17.00,17.00,-,0.7,17.00,6,17.05,1,0.00
154,1201,味全,"953,058",460,"19,201,991",20.50,20.50,20.05,20.20,-,0.1,20.15,28,20.20,8,26.93
155,1203,味王,"45,350",58,"1,595,401",35.25,35.30,34.95,35.25,+,0.25,35.10,22,35.30,1,18.08
156,1210,大成,"2,619,764","1,878","128,271,375",48.50,49.30,48.50,49.20,+,1.2,49.20,67,49.25,6,13.90
157,1213,大飲,"28,800",13,"199,437",6.92,7.00,6.90,7.00,-,0.02,7.01,2,7.19,2,0.00
158,1215,卜蜂,"862,849",602,"61,965,168",71.60,72.20,71.20,72.10,+,0.9,72.10,10,72.20,30,10.96
159,1216,統一,"19,920,684","8,028","1,332,367,401",66.80,67.70,66.20,66.70,+,0.6,66.60,30,66.70,21,18.22
160,1217,愛之味,"1,949,395",816,"16,409,909",8.46,8.51,8.38,8.40,-,0.05,8.40,54,8.43,24,20.49
161,1218,泰山,"1,271,188",524,"34,153,881",27.00,27.20,26.70,26.90,+,0.2,26.85,13,26.90,7,17.03
162,1219,福壽,"906,173",383,"17,311,004",19.15,19.25,19.05,19.05, ,0.0,19.05,1,19.10,11,10.13
163,1220,台榮,"148,001",68,"1,781,211",12.15,12.15,11.90,12.00,+,0.05,12.00,5,12.05,4,12.50
164,1225,福懋油,"30,260",34,"1,039,264",34.85,34.85,34.10,34.10,-,0.1,34.10,3,34.15,8,23.04
165,1227,佳格,"5,542,917","4,251","304,024,194",55.20,55.20,54.50,54.90,-,0.4,54.90,25,55.00,20,14.19
166,1229,聯華,"1,764,539","1,414","71,168,741",40.50,40.55,40.25,40.40,-,0.05,40.40,27,40.45,13,19.15
167,1231,聯華食,"232,948",266,"10,460,734",45.00,45.15,44.70,45.10,+,0.25,45.05,3,45.20,7,12.70
168,1232,大統益,"82,814",180,"10,830,838",131.50,131.50,130.00,131.00,+,0.5,130.50,5,131.00,1,19.07
169,1233,天仁,"14,121",16,"485,819",34.35,34.50,34.30,34.50,+,0.1,34.40,1,34.50,1,45.39
170,1234,黑松,"66,913",59,"2,165,162",32.65,32.65,32.25,32.40,+,0.1,32.30,18,32.40,4,14.79
171,1235,興泰,"30,649",36,"764,972",24.80,25.20,24.75,25.00,+,0.45,25.00,1,25.10,3,32.05
172,1236,宏亞,"64,047",57,"873,129",13.60,13.80,13.45,13.80,+,0.35,13.50,1,13.80,4,46.00
173,1256,鮮活果汁-KY,"19,676",184,"5,672,747",288.50,290.00,287.00,287.00,-,1.0,287.00,1,291.00,1,13.82
174,1301,台塑,"9,706,758","4,337","879,645,507",91.60,91.60,90.30,90.60,-,0.8,90.60,128,90.70,8,46.22
175,1303,南亞,"8,876,207","3,203","613,320,638",70.20,70.20,68.60,69.20,-,0.1,69.20,57,69.30,1,31.03
176,1304,台聚,"11,636,768","4,167","222,809,869",18.60,19.55,18.60,19.30,+,0.6,19.30,129,19.35,5,14.85
177,1305,華夏,"6,795,449","2,480","160,408,122",23.40,23.90,23.30,23.80,+,0.45,23.80,26,23.85,84,15.45
178,1307,三芳,"133,426",98,"2,689,020",20.50,20.50,20.05,20.15,-,0.05,20.15,1,20.20,8,38.02
179,1308,亞聚,"1,511,672",724,"28,382,729",18.65,19.00,18.65,18.80,+,0.05,18.80,64,18.85,17,13.15
180,1309,台達化,"12,645,594","5,610","386,782,403",29.75,31.45,29.70,31.35,+,2.05,31.30,53,31.35,151,8.91
181,1310,台苯,"2,598,593",942,"41,947,811",16.35,16.40,16.05,16.25,-,0.1,16.20,97,16.25,120,0.00
182,1312,國喬,"9,540,187","3,353","206,861,308",21.25,22.20,20.90,22.00,+,0.6,21.95,6,22.00,2,8.36
183,1312A,國喬特,"4,000",3,"125,200",31.20,31.60,31.20,31.60,+,0.4,30.90,2,31.45,10,0.00
184,1313,聯成,"3,996,229","1,407","62,839,765",15.60,15.95,15.55,15.90,+,0.25,15.90,337,15.95,128,26.07
185,1314,中石化,"36,793,030","7,601","350,075,344",9.60,9.68,9.40,9.55,-,0.05,9.55,8,9.56,21,47.75
186,1315,達新,"130,211",121,"9,177,839",71.00,71.00,70.30,70.50,-,0.4,70.50,1,70.60,1,1.77
187,1316,上曜,"1,097,854",479,"12,926,157",11.55,12.00,11.55,11.75,+,0.35,11.75,17,11.80,16,0.00
188,1319,東陽,"1,807,705","1,276","63,361,342",35.20,35.80,34.80,35.00,-,0.2,34.95,27,35.00,40,18.23
189,1321,大洋,"284,000",120,"9,428,050",33.70,33.70,32.95,33.25,-,0.05,33.25,2,33.35,18,12.89
190,1323,永裕,"184,553",123,"5,938,496",32.40,32.40,31.90,32.30,-,0.1,32.10,2,32.40,18,9.97
191,1324,地球,"37,096",17,"370,994",10.00,10.05,9.99,10.05,+,0.05,10.00,8,10.05,11,45.68
192,1325,恆大,"7,638,680","4,905","710,986,731",91.50,95.80,90.80,91.40,-,2.0,91.30,143,91.40,5,5.44
193,1326,台化,"5,987,019","2,954","484,723,558",81.70,81.70,80.50,80.70,-,0.2,80.70,7,80.90,2,37.89
194,1337,再生-KY,"1,792,959",715,"14,236,405",7.98,8.09,7.86,7.91,+,0.03,7.91,8,7.93,6,0.00
195,1338,廣華-KY,"729,800",440,"47,946,389",65.00,66.80,65.00,66.50,+,1.3,66.40,10,66.50,11,23.50
196,1339,昭輝,"238,820",184,"9,657,473",40.70,40.90,39.80,40.75,+,0.05,40.75,2,40.80,8,26.81
197,1340,勝悅-KY,"425,853",357,"4,295,144",10.30,10.35,10.00,10.20, ,0.0,10.20,3,10.25,8,0.00
198,1341,富林-KY,"9,001",10,"540,560",60.00,60.80,59.50,60.80,+,0.8,60.10,1,60.90,1,11.03
199,1342,八貫,"56,753",45,"3,193,604",57.30,57.30,56.00,56.20,+,0.1,56.20,8,56.40,4,19.12
200,1402,遠東新,"7,823,527","3,180","206,325,810",26.55,26.55,26.30,26.40, ,0.0,26.40,143,26.45,4,15.81
201,1409,新纖,"6,874,700","1,733","87,178,189",12.80,12.90,12.50,12.80,+,0.1,12.80,128,12.85,145,8.48
202,1410,南染,"13,555",15,"455,742",33.85,33.85,33.10,33.70,-,0.15,33.60,1,33.70,4,39.65
203,1413,宏洲,"24,088",16,"195,255",8.16,8.16,8.09,8.10,+,0.04,8.05,5,8.10,5,0.00
204,1414,東和,"1,022,142",444,"12,185,722",11.95,12.15,11.70,12.00,+,0.25,11.95,3,12.00,15,27.27
205,1416,廣豐,"249,402",170,"2,725,522",11.10,11.10,10.80,10.95, ,0.0,10.90,2,10.95,21,0.00
206,1417,嘉裕,"268,345",122,"2,823,857",10.70,10.70,10.45,10.55,+,0.05,10.55,46,10.60,21,37.68
207,1418,東華,"9,809",14,"77,916",7.99,7.99,7.99,7.99,X,0.0,7.11,2,7.98,2,0.00
208,1419,新紡,"12,808",23,"528,457",41.80,41.80,41.00,41.05, ,0.0,41.05,2,41.20,1,37.66
209,1423,利華,"133,127",60,"2,289,244",17.25,17.40,17.15,17.40, ,0.0,17.20,7,17.40,14,0.00
210,1432,大魯閣,"308,977",150,"4,239,988",13.55,14.05,13.40,13.70,+,0.15,13.70,5,13.75,2,0.00
211,1434,福懋,"6,528,125","3,976","189,948,404",29.65,29.65,28.90,29.25,-,0.35,29.20,17,29.25,50,13.24
212,1435,中福,"53,042",43,"1,499,287",28.15,28.40,28.10,28.40,+,0.15,28.40,2,28.45,1,0.00
213,1436,華友聯,"23,767",23,"896,597",37.80,37.95,37.45,37.80,-,0.05,37.70,3,37.85,3,8.24
